instance_id,repo,language_group,bm25_span_coverage@50,bm25_span_coverage@100,bm25_span_coverage@200,bm25_span_coverage@500,bm25_span_coverage@1000,grep_candidate_count,grep_span_coverage,union100_span_coverage,planner_ms,bm25/bm25/span_recall@1,bm25/bm25/span_recall@5,bm25/bm25/span_recall@10,bm25/bm25/file_recall@5,bm25/bm25/span_mrr,bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@1,bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@5,bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@10,bm25/Qwen/Qwen3-Reranker-0.6B/file_recall@5,bm25/Qwen/Qwen3-Reranker-0.6B/span_mrr,bm25/Qwen/Qwen3-Reranker-4B/span_recall@1,bm25/Qwen/Qwen3-Reranker-4B/span_recall@5,bm25/Qwen/Qwen3-Reranker-4B/span_recall@10,bm25/Qwen/Qwen3-Reranker-4B/file_recall@5,bm25/Qwen/Qwen3-Reranker-4B/span_mrr,bm25/typesafe/jev-1.13/span_recall@1,bm25/typesafe/jev-1.13/span_recall@5,bm25/typesafe/jev-1.13/span_recall@10,bm25/typesafe/jev-1.13/file_recall@5,bm25/typesafe/jev-1.13/span_mrr,grep/grep/span_recall@1,grep/grep/span_recall@5,grep/grep/span_recall@10,grep/grep/file_recall@5,grep/grep/span_mrr,grep/Qwen/Qwen3-Reranker-0.6B/span_recall@1,grep/Qwen/Qwen3-Reranker-0.6B/span_recall@5,grep/Qwen/Qwen3-Reranker-0.6B/span_recall@10,grep/Qwen/Qwen3-Reranker-0.6B/file_recall@5,grep/Qwen/Qwen3-Reranker-0.6B/span_mrr,grep/Qwen/Qwen3-Reranker-4B/span_recall@1,grep/Qwen/Qwen3-Reranker-4B/span_recall@5,grep/Qwen/Qwen3-Reranker-4B/span_recall@10,grep/Qwen/Qwen3-Reranker-4B/file_recall@5,grep/Qwen/Qwen3-Reranker-4B/span_mrr,grep/typesafe/jev-1.13/span_recall@1,grep/typesafe/jev-1.13/span_recall@5,grep/typesafe/jev-1.13/span_recall@10,grep/typesafe/jev-1.13/file_recall@5,grep/typesafe/jev-1.13/span_mrr,base_aligned/bm25/candidate_span_coverage,base_aligned/bm25/Qwen/Qwen3-Reranker-0.6B/span_recall@5,base_aligned/bm25/Qwen/Qwen3-Reranker-4B/span_recall@5,base_aligned/bm25/typesafe/jev-1.13/span_recall@5,base_aligned/grep/candidate_span_coverage,base_aligned/grep/Qwen/Qwen3-Reranker-0.6B/span_recall@5,base_aligned/grep/Qwen/Qwen3-Reranker-4B/span_recall@5,base_aligned/grep/typesafe/jev-1.13/span_recall@5
scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,Python,1.0,1.0,1.0,1.0,1.0,7,1.0,1.0,2555.1061742007732,0.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,Python,0.0,0.0,0.0,1.0,1.0,8,1.0,1.0,3210.712113417685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sharkdp__bat-2201,sharkdp/bat,Rust,1.0,1.0,1.0,1.0,1.0,21,1.0,1.0,4101.482097059488,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sharkdp__bat-2260,sharkdp/bat,Rust,1.0,1.0,1.0,1.0,1.0,19,1.0,1.0,4125.7084077224135,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
sharkdp__bat-2650,sharkdp/bat,Rust,0.0,0.0,1.0,1.0,1.0,7,1.0,1.0,4064.741674810648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sharkdp__bat-3108,sharkdp/bat,Rust,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,3097.587900236249,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
sympy__sympy-11618,sympy/sympy,Python,1.0,1.0,1.0,1.0,1.0,12,1.0,1.0,2832.40910153836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sympy__sympy-12096,sympy/sympy,Python,1.0,1.0,1.0,1.0,1.0,7,1.0,1.0,3014.517189003527,0.0,0.0,0.0,0.0,0.037037037037037035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sympy__sympy-12419,sympy/sympy,Python,0.0,0.0,0.0,0.0,0.0,13,1.0,1.0,4230.675923638046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5
sympy__sympy-13031,sympy/sympy,Python,0.0,0.0,0.5,1.0,1.0,27,1.0,1.0,3144.6104822680354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.07692307692307693,0.0,0.5,1.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
tokio-rs__tokio-4898,tokio-rs/tokio,Rust,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,3210.557478480041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tokio-rs__tokio-6551,tokio-rs/tokio,Rust,1.0,1.0,1.0,1.0,1.0,8,1.0,1.0,3167.9330430924892,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tokio-rs__tokio-6603,tokio-rs/tokio,Rust,0.0,0.0,0.0,1.0,1.0,38,0.0,0.0,3636.9198504835367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokio-rs__tokio-6752,tokio-rs/tokio,Rust,1.0,1.0,1.0,1.0,1.0,16,1.0,1.0,3433.834530413151,0.0,0.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
uutils__coreutils-6575,uutils/coreutils,Rust,1.0,1.0,1.0,1.0,1.0,6,0.6,1.0,4828.202156350017,0.0,0.0,0.6,1.0,0.16666666666666666,0.0,0.2,0.8,1.0,0.5,0.0,0.8,0.8,1.0,0.5,0.0,0.6,0.8,1.0,0.5,0.2,0.6,0.6,0.5,1.0,0.2,0.6,0.6,0.5,1.0,0.2,0.6,0.6,0.5,1.0,0.2,0.6,0.6,0.5,1.0,1.0,0.2,0.6,0.4,0.6,0.6,0.6,0.6
uutils__coreutils-6682,uutils/coreutils,Rust,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,3832.86218252033,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
uutils__coreutils-6690,uutils/coreutils,Rust,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,4327.390903607011,0.0,0.0,0.0,1.0,0.024390243902439025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
uutils__coreutils-6731,uutils/coreutils,Rust,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,4688.052399083972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
valkey-io__valkey-1842,valkey-io/valkey,C++/C,1.0,1.0,1.0,1.0,1.0,68,1.0,1.0,4790.24651274085,0.0,0.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
valkey-io__valkey-790,valkey-io/valkey,C++/C,0.0,0.0,0.0,1.0,1.0,35,1.0,1.0,4359.440370462835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
valkey-io__valkey-928,valkey-io/valkey,C++/C,1.0,1.0,1.0,1.0,1.0,9,1.0,1.0,3058.101251721382,0.0,0.0,0.0,1.0,0.027777777777777776,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vuejs__core-11589,vuejs/core,TypeScript/JavaScript,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,16,0.6666666666666666,0.6666666666666666,4542.415479198098,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.08333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
vuejs__core-11870,vuejs/core,TypeScript/JavaScript,1.0,1.0,1.0,1.0,1.0,22,1.0,1.0,3902.9194647446275,0.0,0.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vuejs__core-11915,vuejs/core,TypeScript/JavaScript,1.0,1.0,1.0,1.0,1.0,34,1.0,1.0,4295.459103770554,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
